T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17
29282,47052,15684,53851,51765,22483,2086,24569,42339,4172,,,44966,58564,,,
55318,45414,15138,141,25183,35228,40321,10186,282,15279,,,5093,45273,,,
62244,18578,49768,24816,52887,56006,37292,27935,49632,9221,,,46649,59125,,,
39323,1578,526,53658,26566,52606,27092,14335,41953,54184,,,39849,13283,,,
57733,16276,27213,31536,34843,42473,62056,39166,63072,58749,,,19583,50103,,,
29743,53967,17989,59844,53609,23866,6235,30101,54325,12470,,,47732,59486,,,
5728,20557,28640,9101,22912,17184,51552,3373,18202,37741,,,34368,11456,,,
27683,23067,7689,33064,45369,17686,53058,5381,765,40753,,,35372,55366,,,
35346,7286,46004,1957,10658,40675,56662,31974,3914,47961,,,15987,5329,,,
11411,40439,57055,17617,45644,34233,37336,6206,35234,9309,,,3103,22822,,,
47446,58060,41141,28531,59058,11612,34836,46448,57062,4309,,,23224,29529,,,
49395,21932,50886,53868,1491,17459,52377,4473,42373,39391,,,34918,33427,,,
241,3615,1205,3133,964,723,2169,2892,6266,4338,,,1446,482,,,
42416,47973,15991,28504,38938,61885,54929,51451,57008,44495,,,58407,19469,,,
13834,11421,3807,49116,55336,41502,59143,35282,32869,52923,,,17641,27668,,,
16353,49206,16402,16500,49,49059,16451,147,33000,32902,,,32755,32706,,,
2156,32340,10780,28028,8624,6468,19404,25872,56056,38808,,,12936,4312,,,
52641,5259,1753,30703,14475,27197,16228,43425,61406,32456,,,54394,39919,,,
48633,10502,47076,43962,63806,15173,45519,60692,22561,25675,,,30346,31903,,,
62218,18188,49638,24478,52783,55928,37058,27623,48956,8753,,,46493,59073,,,
34747,63664,43009,59533,8262,38878,51271,24786,53703,37179,,,12393,4131,,,
36713,27791,52839,19728,16126,44776,3602,48378,39456,7204,,,24189,8063,,,
55914,54354,18118,7889,27567,37016,45685,17338,15778,26007,,,8669,46465,,,
36414,23306,51344,15841,14930,43879,911,44790,31682,1822,,,22395,7465,,,
3290,49350,16450,42770,13160,9870,29610,39480,20177,59220,,,19740,6580,,,
56136,57684,19228,10775,28455,37682,47683,20002,21550,30003,,,10001,46909,,,
10123,21119,50615,873,40492,30369,25744,56113,1746,51488,,,60738,20246,,,
16847,56616,18872,22922,2025,50541,20897,6075,45844,41794,,,35719,33694,,,
23737,29240,53322,47129,29585,5848,17544,23392,28895,35088,,,11696,47474,,,
59843,47926,37763,58966,43283,48803,15683,64486,52569,31366,,,32243,54323,,,
8925,3149,44625,50662,35700,26775,14962,41737,35961,29924,,,53550,17850,,,
2088,31320,10440,27144,8352,6264,18792,25056,54288,37584,,,12528,4176,,,
40673,21828,7276,5845,31966,56656,39242,30535,11690,13121,,,47949,15983,,,
33881,50674,38679,48275,4798,36280,43477,14394,31187,21591,,,7197,2399,,,
15023,29256,9752,64573,60092,45069,4481,49550,63783,8962,,,24775,30046,,,
29528,50742,16914,57049,52749,23221,4300,27521,48735,8600,,,46442,59056,,,
33251,41224,35529,40085,2278,34390,37807,6834,14807,10251,,,3417,1139,,,
34869,131,43619,61119,8750,39244,52369,26250,56875,39375,,,13125,4375,,,
58185,23056,29473,37412,36651,43829,761,44590,9461,1522,,,22295,51007,,,
43932,5350,23571,48212,45002,1070,3210,4280,31061,6420,,,2140,22501,,,
19198,26518,30627,53485,11429,57594,42056,34287,41607,18749,,,49825,38396,,,
45335,26395,30586,1088,50614,5279,15837,21116,2176,31674,,,10558,25307,,,
4674,4747,23370,60762,18696,14022,42066,56088,56161,18769,,,28044,9348,,,
38268,51116,60614,39943,22346,49441,17597,1675,14523,35194,,,33519,11173,,,
2779,41685,13895,36127,11116,8337,25011,33348,6891,50022,,,16674,5558,,,
31563,15904,27089,18141,60889,29326,22615,51941,36282,45230,,,58652,63126,,,
64596,53858,61528,55392,62295,63062,58460,56159,45421,51557,,,60761,63829,,,
61097,1373,44033,9905,48299,52565,26969,14171,19810,53938,,,39767,56831,,,
33540,45559,36974,43842,3434,35257,40408,10302,22321,15453,,,5151,1717,,,
20370,44098,36487,3358,16117,61110,52604,48351,6716,39845,,,56857,40740,,,
55518,48414,16138,2741,25983,35828,42121,12586,5482,18879,,,6293,45673,,,
32081,23674,29679,24875,62961,30880,27277,58157,49750,54554,,,61760,64162,,,
25038,48755,59827,64042,34789,9751,29253,39004,62721,58506,,,19502,50076,,,
27367,18327,6109,28956,44105,16738,50214,1589,57912,35065,,,33476,54734,,,
45093,22765,29376,63305,49646,4553,13659,18212,61247,27318,,,9106,24823,,,
27445,19497,6499,29970,44417,16972,50916,2525,59940,36469,,,33944,54890,,,
58821,32596,32653,45680,39195,45737,6485,52222,25997,12970,,,26111,52279,,,
25142,50315,60347,31,35205,10063,30189,40252,62,60378,,,20126,50284,,,
45671,31435,32266,5456,51958,6287,18861,25148,10912,37722,,,12574,25979,,,
63810,42068,57598,45174,59151,60704,51386,46727,24985,37409,,,56045,62257,,,
53487,17949,5983,41701,17859,29735,23842,53577,18039,47684,,,59470,41611,,,
1440,21600,7200,18720,5760,4320,12960,17280,37440,25920,,,8640,2880,,,
57351,10546,25303,26570,33315,41327,58618,34582,53140,51873,,,17291,49339,,,
27874,25932,8644,35547,46133,18259,54777,7673,5731,44191,,,36518,55748,,,
3599,53985,17995,46787,14396,10797,32391,43188,28211,64782,,,21594,7198,,,
45157,23725,29696,64137,49902,4745,14235,18980,62911,28470,,,9490,24951,,,
38709,57731,62819,45676,24110,50764,21566,6967,25989,43132,,,36165,12055,,,
15032,29391,9797,64690,60128,45096,4562,49658,64017,9124,,,24829,30064,,,
31112,9139,24834,12278,59085,27973,18556,46529,24556,37112,,,55946,62224,,,
50583,39752,56826,3949,6243,21023,63069,18729,7898,60775,,,42046,35803,,,
13240,2511,837,41394,52960,39720,53797,28154,17425,42231,,,14077,26480,,,
42535,49758,16586,30051,39414,62242,56000,52879,60102,46637,,,59121,19707,,,
34778,64129,43164,59936,8386,38971,51550,25158,54509,37737,,,12579,4193,,,
42169,44268,14756,25293,37950,61144,52706,48487,50586,40049,,,56925,18975,,,
35725,12971,47899,6884,12174,41812,60073,36522,13768,54783,,,18261,6087,,,
12752,60554,63760,35050,51008,38256,49405,22298,4737,33447,,,11149,25504,,,
22010,3335,44687,24678,22677,667,2001,2668,49356,4002,,,1334,44020,,,
17343,64056,21352,29370,4009,52029,25361,12027,58740,50722,,,38695,34686,,,
45670,31420,32261,5443,51954,6284,18852,25136,10886,37704,,,12568,25977,,,
63634,39428,56718,42886,58447,60176,49802,44615,20409,34241,,,54989,61905,,,
22511,10850,47192,31191,24681,2170,6510,8680,62382,13020,,,4340,45022,,,
40156,14073,4691,64487,29898,55105,34589,24331,63611,3815,,,44847,14949,,,
8252,58417,41260,41913,33008,24756,8905,33661,18463,17810,,,49512,16504,,,
14366,19401,6467,56032,57464,43098,63931,41666,46701,62499,,,20833,28732,,,
44622,15700,27021,57182,47762,3140,9420,12560,49001,18840,,,6280,23881,,,
9912,17954,49560,63493,39648,29736,23845,53581,61623,47690,,,59472,19824,,,
45074,22480,29281,63058,49570,4496,13488,17984,60753,26976,,,8992,24785,,,
24101,34700,55142,51861,31041,6940,20820,27760,38359,41640,,,13880,48202,,,
58544,28441,31268,42079,38087,44906,3992,48898,18795,7984,,,24449,51725,,,
41753,38028,12676,19885,36286,59896,48962,43495,39770,32561,,,54429,18143,,,
27872,25902,8634,35521,46125,18253,54759,7649,5679,44155,,,36506,55744,,,
3247,48705,16235,42211,12988,9741,29223,38964,19059,58446,,,19482,6494,,,
48568,9527,46751,43117,63546,14978,44934,59912,20871,24505,,,29956,31773,,,
50778,42677,57801,6484,7023,21608,64824,21069,12968,64285,,,43216,36193,,,
47560,59770,41711,30013,59514,11954,35862,47816,60026,6361,,,23908,29757,,,
4096,61440,20480,53248,16384,12288,36864,49152,41133,8365,,,24576,8192,,,
1903,28545,9515,24739,7612,5709,17127,22836,49478,34254,,,11418,3806,,,
8113,56332,40565,40106,32452,24339,7654,31993,14849,15308,,,48678,16226,,,
55265,44619,14873,64815,24971,35069,39844,9550,64267,14325,,,4775,45167,,,
52916,9384,3128,34278,15575,28022,18703,46725,3193,37406,,,56044,40469,,,
31670,17509,27624,19532,61317,29647,23578,53225,39064,47156,,,59294,63340,,,
18065,9523,24962,38756,6897,54195,31859,20691,12149,63718,,,43027,36130,,,
42016,41973,13991,23304,37338,60685,51329,46651,46608,37295,,,56007,18669,,,
8797,1229,43985,48998,35188,26391,13810,40201,32633,27620,,,52782,17594,,,
44923,20215,28526,61095,48966,4043,12129,16172,56827,24258,,,8086,24483,,,
62888,28238,52988,33188,55463,57938,43088,35663,1013,20813,,,50513,60413,,,
21941,2300,44342,23781,22401,460,1380,1840,47562,2760,,,920,43882,,,
5199,12622,25995,2224,20796,15597,46791,62388,4448,28219,,,31194,10398,,,
65305,64493,65073,64609,65131,65189,64841,64667,63855,64319,,,65015,65247,,,
55155,42969,14323,63385,24531,34739,38854,8230,61407,12345,,,4115,44947,,,
33556,45799,37054,44050,3498,35305,40552,10494,22737,15741,,,5247,1749,,,
23186,20975,50567,39966,27381,4195,12585,16780,14569,25170,,,8390,46372,,,
28230,31272,10424,40175,47557,19327,57981,11945,14987,50599,,,38654,56460,,,
892,13380,4460,11596,3568,2676,8028,10704,23192,16056,,,5352,1784,,,
26266,1812,604,14643,39701,13435,40305,53740,29286,15247,,,26870,52532,,,
47406,57460,40941,28011,58898,11492,34476,45968,56022,3589,,,22984,29449,,,
42355,47058,15686,27711,38694,61702,54380,50719,55422,43397,,,58041,19347,,,
3098,46470,15490,40274,12392,9294,27882,37176,15185,55764,,,18588,6196,,,
22344,8345,46357,29020,24013,1669,5007,6676,58040,10014,,,3338,44688,,,
10764,30734,53820,9206,43056,32292,31513,63805,18412,63026,,,64584,21528,,,
64300,49418,60048,51544,61111,62174,55796,52607,37725,46229,,,58985,63237,,,
9001,4289,45005,51650,36004,27003,15646,42649,37937,31292,,,54006,18002,,,
15464,35871,11957,4943,61856,46392,8450,54842,9886,16900,,,27421,30928,,,
41781,38448,12816,20249,36398,59980,49214,43831,40498,33065,,,54597,18199,,,
32800,34459,33274,34222,474,33037,33748,1422,3081,2133,,,711,237,,,
20856,51388,38917,9676,18061,62568,56978,54183,19352,48593,,,59773,41712,,,
10328,24194,51640,3538,41312,30984,27589,58573,7076,55178,,,61968,20656,,,
52927,9549,3183,34421,15619,28055,18802,46857,3479,37604,,,56110,40491,,,
33606,46549,37304,44700,3698,35455,41002,11094,24037,16641,,,5547,1849,,,
31986,22249,29204,23640,62581,30595,26422,57017,47280,52844,,,61190,63972,,,
8318,59407,41590,42771,33272,24954,9499,34453,20179,18998,,,49908,16636,,,
25982,62915,64547,10951,38565,12583,37749,50332,21902,10135,,,25166,51964,,,
62785,26693,52473,31849,55051,57629,42161,34427,63698,18959,,,49895,60207,,,
3813,57195,19065,49569,15252,11439,34317,45756,33775,3271,,,22878,7626,,,
17458,418,21927,30865,4469,52374,26396,13407,61730,52792,,,39385,34916,,,
547,8205,2735,7111,2188,1641,4923,6564,14222,9846,,,3282,1094,,,
30909,6094,23819,9639,58273,27364,16729,44093,19278,33458,,,54728,61818,,,
14855,26736,8912,62389,59420,44565,2969,47534,59415,5938,,,23767,29710,,,
65323,64763,65163,64843,65203,65243,65003,64883,64323,64643,,,65123,65283,,,
58323,25126,30163,39206,37203,44243,2003,46246,13049,4006,,,23123,51283,,,
2857,42855,14285,37141,11428,8571,25713,34284,8919,51426,,,17142,5714,,,
45291,25735,30366,516,50438,5147,15441,20588,1032,30882,,,10294,25219,,,
62293,19313,50013,25453,53083,56153,37733,28523,50906,10103,,,46943,59223,,,
47947,212,43646,35044,61062,13115,39345,52460,4725,13327,,,26230,30531,,,
6845,37312,34225,23622,27380,20535,61605,16777,47244,57847,,,41070,13690,,,
28186,30612,10204,39603,47381,19195,57585,11417,13843,49807,,,38390,56372,,,
58511,27946,31103,41650,37955,44807,3695,48502,17937,7390,,,24251,51659,,,
35945,16271,48999,9744,13054,42472,62053,39162,19488,58743,,,19581,6527,,,
51472,53087,61271,15506,9799,23690,5707,29397,31012,11414,,,47380,37581,,,
38978,61766,64164,49173,25186,51571,23987,10195,32983,47974,,,37779,12593,,,
62376,20558,50428,26532,53415,56402,38480,29519,53064,11597,,,47441,59389,,,
62555,23243,51323,28859,54131,56939,40091,31667,57718,14819,,,48515,59747,,,
28696,38262,12754,46233,49421,20725,62175,17537,27103,58987,,,41450,57392,,,
17545,1723,22362,31996,4817,52635,27179,14451,63992,54358,,,39907,35090,,,
15859,41796,13932,10078,63436,47577,12005,59582,20156,24010,,,29791,31718,,,
45938,35440,33601,8927,53026,7088,21264,28352,17854,42528,,,14176,26513,,,
45439,27955,31106,2440,51030,5591,16773,22364,4880,33546,,,11182,25515,,,
22978,17855,49527,37262,26549,3571,10713,14284,9161,21426,,,7142,45956,,,
56985,5056,23473,21812,31851,40229,55324,30190,43624,45285,,,15095,48607,,,
28821,40137,13379,47858,49921,21100,63300,19037,30353,61237,,,42200,57642,,,
39545,4908,1636,56544,27454,53272,29090,16999,47725,58180,,,41181,13727,,,
31442,14089,26484,16568,60405,28963,21526,50489,33136,43052,,,57926,62884,,,
43300,61233,20411,39996,42474,64537,62885,62059,14629,60407,,,63711,21237,,,
38692,57476,62734,45455,24042,50713,21413,6763,25547,42826,,,36063,12021,,,
12040,49874,60200,25794,48160,36120,42997,13754,51588,20631,,,6877,24080,,,
27424,19182,6394,29697,44333,16909,50727,2273,59394,36091,,,33818,54848,,,
55125,42519,14173,62995,24411,34649,38584,7870,60627,11805,,,3935,44887,,,
28276,31962,10654,40773,47741,19465,58395,12497,16183,51427,,,38930,56552,,,
8988,4094,44940,51481,35952,26964,15529,42493,37599,31058,,,53928,17976,,,
13176,1551,517,40562,52704,39528,53221,27386,15761,41079,,,13693,26352,,,
31271,11524,25629,14345,59721,28450,19987,48437,28690,39974,,,56900,62542,,,
13204,1971,657,40926,52816,39612,53473,27722,16489,41583,,,13861,26408,,,
36199,20081,50269,13046,14070,43234,64339,42210,26092,63315,,,21105,7035,,,
30813,4654,23339,8391,57889,27076,15865,42941,16782,31730,,,54152,61626,,,
63322,34748,55158,38830,57199,59240,46994,40871,12297,28625,,,53117,61281,,,
32962,36889,34084,36328,1122,33523,35206,3366,7293,5049,,,1683,561,,,
49368,21527,50751,53517,1383,17378,52134,4149,41671,38905,,,34756,33373,,,
60852,63061,42808,6720,47319,51830,24764,11231,13440,49528,,,38297,56341,,,
55783,52389,17463,6186,27043,36623,44506,15766,12372,23649,,,7883,46203,,,
13358,4281,1427,42928,53432,40074,54859,29570,20493,44355,,,14785,26716,,,
63303,34463,55063,38583,57123,59183,46823,40643,11803,28283,,,53003,61243,,,
29618,52092,17364,58219,53109,23491,5110,28601,51075,10220,,,46982,59236,,,
49091,17372,49366,49916,275,16547,49641,825,34469,33919,,,33094,32819,,,
12100,50774,60500,26574,48400,36300,43537,14474,53148,21711,,,7237,24200,,,
37984,46856,59194,36251,21210,48589,15041,63630,7139,30082,,,31815,10605,,,
18158,10918,25427,39965,7269,54474,32696,21807,14567,29,,,43585,36316,,,
58384,26041,30468,39999,37447,44426,2552,46978,14635,5104,,,23489,51405,,,
13593,7806,2602,45983,54372,40779,56974,32390,26603,48585,,,16195,27186,,,
39300,1233,411,53359,26474,52537,26885,14059,41355,53770,,,39711,13237,,,
53685,20919,6973,44275,18651,30329,25624,55953,23187,51248,,,60658,42007,,,
36288,21416,50714,14203,14426,43501,65140,43278,28406,64917,,,21639,7213,,,
46477,43525,36296,15934,55182,8705,26115,34820,31868,52230,,,17410,27591,,,
9577,12929,47885,59138,38308,28731,20830,49561,52913,41660,,,57462,19154,,,
51477,53162,61296,15571,9819,23705,5752,29457,31142,11504,,,47410,37591,,,
39858,9603,3201,60613,28706,54211,31907,20755,55863,63814,,,43059,14353,,,
21167,56053,40472,13719,19305,63501,59777,57915,27438,54191,,,61639,42334,,,
65064,60878,63868,61476,64167,64466,62672,61775,57589,59981,,,63569,64765,,,
12739,60359,63695,34881,50956,38217,49288,22142,4399,33213,,,11071,25478,,,
19722,34378,33247,60297,13525,59166,46772,40575,55231,28181,,,52969,39444,,,
6833,37132,34165,23466,27332,20499,61497,16633,46932,57631,,,40998,13666,,,
26074,64295,65007,12147,38933,12859,38577,51436,24294,11791,,,25718,52148,,,
13614,8121,2707,46256,54456,40842,57163,32642,27149,48963,,,16321,27228,,,
42996,56673,18891,36044,41258,63625,60149,58411,6725,54935,,,61887,20629,,,
50551,39272,56666,3533,6115,20927,62781,18345,7066,60199,,,41854,35739,,,
7608,48757,38040,33541,30432,22824,3109,25933,1719,6218,,,45648,15216,,,
31748,18679,28014,20546,61629,29881,24280,54161,41092,48560,,,59762,63496,,,
31793,19354,28239,21131,61809,30016,24685,54701,42262,49370,,,60032,63586,,,
39713,7428,2476,58728,28126,53776,30602,19015,52093,61204,,,42189,14063,,,
61010,68,43598,8774,47951,52304,26186,13127,17548,52372,,,39245,56657,,,
18228,11968,25777,40875,7549,54684,33326,22647,16387,1289,,,44005,36456,,,
5341,14752,26705,4070,21364,16023,48069,64092,8140,30775,,,32046,10682,,,
24934,47195,59307,62690,34373,9439,28317,37756,60017,56634,,,18878,49868,,,
9063,5219,45315,52456,36252,27189,16204,43393,39549,32408,,,54378,18126,,,
26376,3462,1154,16073,40141,13765,41295,55060,32146,17227,,,27530,52752,,,
1403,21045,7015,18239,5612,4209,12627,16836,36478,25254,,,8418,2806,,,
50839,43592,58106,7277,7267,21791,10,21801,14554,20,,,43582,36315,,,
58296,24721,30028,38855,37095,44162,1760,45922,12347,3520,,,22961,51229,,,
63468,36938,55888,40728,57783,59678,48308,42623,16093,31253,,,53993,61573,,,
58658,30151,31838,43561,38543,45248,5018,50266,21759,10036,,,25133,51953,,,
61817,12173,47633,19265,51179,54725,33449,22811,38530,1535,,,44087,58271,,,
29534,50832,16944,57127,52773,23239,4354,27593,48891,8708,,,46478,59068,,,
34307,57064,40809,53813,6502,37558,47311,19506,42263,29259,,,9753,3251,,,
24636,42725,57817,58816,33181,8545,25635,34180,52269,51270,,,17090,49272,,,
21978,2855,44527,24262,22549,571,1713,2284,48524,3426,,,1142,43956,,,
11711,44939,58555,21517,46844,35133,40036,9806,43034,14709,,,4903,23422,,,
34883,341,43689,61301,8806,39286,52495,26418,57239,39627,,,13209,4403,,,
60649,60016,41793,4081,46507,51221,22937,8795,8162,45874,,,37079,55935,,,
20055,39373,34912,64626,14857,60165,49769,44571,63889,34175,,,54967,40110,,,
78,1170,390,1014,312,234,702,936,2028,1404,,,468,156,,,
13728,9831,3277,47738,54912,41184,58189,34010,30113,51015,,,17005,27456,,,
63060,30818,53848,35424,56151,58454,44636,37727,5485,23909,,,51545,60757,,,
52213,64202,64976,25139,12763,25913,12376,38289,50278,24752,,,51826,39063,,,
38668,57116,62614,45143,23946,50641,21197,6475,24923,42394,,,35919,11973,,,
7816,51877,39080,36245,31264,23448,4981,28429,7127,9962,,,46896,15632,,,
2993,44895,14965,38909,11972,8979,26937,35916,12455,53874,,,17958,5986,,,
3864,57960,19320,50232,15456,11592,34776,46368,35101,4189,,,23184,7728,,,
26434,4332,1444,16827,40373,13939,41817,55756,33654,18271,,,27878,52868,,,
11611,43439,58055,20217,46444,34833,39136,8606,40434,12909,,,4303,23222,,,
17283,63156,21052,28590,3769,51849,24821,11307,57180,49642,,,38335,34566,,,
35110,3746,44824,64252,9714,39967,54538,29142,63141,43713,,,14571,4857,,,
35238,5666,45464,553,10226,40351,55690,30678,1106,46017,,,15339,5113,,,
57766,16771,27378,31965,34975,42572,62353,39562,63930,59343,,,19781,50169,,,
35551,10361,47029,4622,11478,41290,58507,34434,9244,51651,,,17217,5739,,,
47491,58735,41366,29116,59238,11747,35241,46988,58232,5119,,,23494,29619,,,
57315,10006,25123,26102,33171,41219,58294,34150,52204,51225,,,17075,49267,,,
21538,61618,42327,18542,20789,64614,63116,62367,37084,60869,,,63865,43076,,,
64997,59873,63533,60605,63899,64265,62069,60971,55847,58775,,,63167,64631,,,
947,14205,4735,12311,3788,2841,8523,11364,24622,17046,,,5682,1894,,,
35946,16286,49004,9757,13058,42475,62062,39174,19514,58761,,,19587,6529,,,
51648,55727,62151,17794,10503,24218,7291,31509,35588,14582,,,48436,37933,,,
4591,3502,22955,59683,18364,13773,41319,55092,54003,17275,,,27546,9182,,,
23660,28085,52937,46128,29277,5617,16851,22468,26893,33702,,,11234,47320,,,
46291,40735,35366,13516,54438,8147,24441,32588,27032,48882,,,16294,27219,,,
42204,44793,14931,25748,38090,61249,53021,48907,51496,40679,,,57135,19045,,,
41885,40008,13336,21601,36814,60292,50150,45079,43202,34937,,,55221,18407,,,
51104,47567,59431,10722,8327,22586,2395,24981,21444,4790,,,45172,36845,,,
39573,5328,1776,56908,27566,53356,29342,17335,48453,58684,,,41349,13783,,,
36370,22646,51124,15269,14754,43747,515,44262,30538,1030,,,22131,7377,,,
60909,63916,43093,7461,47547,52001,25277,11915,14922,50554,,,38639,56455,,,
452,6780,2260,5876,1808,1356,4068,5424,11752,8136,,,2712,904,,,
14189,16746,5582,53731,56756,42567,62338,39542,42099,59313,,,19771,28378,,,
13470,5961,1987,44384,53880,40410,55867,30914,23405,46371,,,15457,26940,,,
17652,3328,22897,33387,5245,52956,28142,15735,1411,56284,,,40549,35304,,,
34691,62824,42729,58805,8038,38710,50767,24114,52247,36171,,,12057,4019,,,
26857,10677,3559,22326,42065,15208,45624,60832,44652,25885,,,30416,53714,,,
20696,48988,38117,7596,17421,62088,55538,52263,15192,45713,,,58813,41392,,,
47531,59335,41566,29636,59398,11867,35601,47468,59272,5839,,,23734,29699,,,
64355,50243,60323,52259,61331,62339,56291,53267,39155,47219,,,59315,63347,,,
18681,18763,28042,46764,9361,56043,37403,28083,28165,9443,,,46723,37362,,,
19706,34138,33167,60089,13461,59118,46628,40383,54815,27893,,,52873,39412,,,
4017,60255,20085,52221,16068,12051,36153,48204,39079,6943,,,24102,8034,,,
53362,16074,5358,40076,17359,29360,22717,52077,14789,45434,,,58720,41361,,,
44803,18415,27926,59535,48486,3683,11049,14732,53707,22098,,,7366,24243,,,
41768,38253,12751,20080,36346,59941,49097,43675,40160,32831,,,54519,18173,,,
30512,139,21834,4478,56685,26173,13156,39329,8956,26312,,,52346,61024,,,
10346,24464,51730,3772,41384,31038,27751,58789,7544,55502,,,62076,20692,,,
56095,57069,19023,10242,28291,37559,47314,19510,20484,29265,,,9755,46827,,,
2907,43605,14535,37791,11628,8721,26163,34884,10219,52326,,,17442,5814,,,
54091,27009,9003,49553,20275,31547,29278,60825,33743,58556,,,63094,42819,,,
42381,47448,15816,28049,38798,61780,54614,51031,56098,43865,,,58197,19399,,,
7674,49747,38370,34399,30696,23022,3703,26725,3435,7406,,,46044,15348,,,
43364,62193,20731,40828,42730,64729,63461,62827,16293,61559,,,64095,21365,,,
49956,30347,53691,61161,3735,19142,57426,11205,56959,49489,,,38284,34549,,,
33614,46669,37344,44804,3730,35479,41074,11190,24245,16785,,,5595,1865,,,
33394,43369,36244,41944,2850,34819,39094,8550,18525,12825,,,4275,1425,,,
60037,50836,38733,61488,44059,49385,17429,1451,57613,34858,,,33407,54711,,,
43069,57768,19256,36993,41550,63844,60806,59287,8623,56249,,,62325,20775,,,
63399,35903,55543,39831,57507,59471,47687,41795,14299,30011,,,53579,61435,,,
46514,44080,36481,16415,55330,8816,26448,35264,32830,52896,,,17632,27665,,,
16089,45246,15082,13068,64356,48267,14075,62342,26136,28150,,,31171,32178,,,
21055,54373,39912,12263,18857,63165,58769,56571,24526,52175,,,60967,42110,,,
45352,26650,30671,1309,50682,5330,15990,21320,2618,31980,,,10660,25341,,,
7666,49627,38330,34295,30664,22998,3631,26629,3227,7262,,,45996,15332,,,
41956,41073,13691,22524,37098,60505,50789,45931,45048,36215,,,55647,18549,,,
63600,38918,56548,42444,58311,60074,49496,44207,19525,33629,,,54785,61837,,,
16527,51816,17272,18762,745,49581,18017,2235,37524,36034,,,33799,33054,,,
32780,34159,33174,33962,394,32977,33568,1182,2561,1773,,,591,197,,,
17336,63951,21317,29279,3981,52008,25298,11943,58558,50596,,,38653,34672,,,
44438,12940,26101,54790,47026,2588,7764,10352,44217,15528,,,5176,23513,,,
42891,55098,18366,34679,40838,63310,59204,57151,3995,53045,,,61257,20419,,,
32071,23524,29629,24745,62921,30850,27187,58037,49490,54374,,,61700,64142,,,
23278,22355,51027,41162,27749,4471,13413,17884,16961,26826,,,8942,46556,,,
44422,12700,26021,54582,46962,2540,7620,10160,43801,15240,,,5080,23481,,,
40075,12858,4286,63434,29574,54862,33860,23359,61505,2357,,,44361,14787,,,
59359,40666,35343,52674,41347,47351,11327,58678,39985,22654,,,29339,53355,,,
54467,32649,10883,54441,21779,32675,32662,65337,43519,65324,,,65350,43571,,,
43194,59643,19881,38618,42050,64219,61931,60787,11873,58499,,,63075,21025,,,
20036,39088,34817,64379,14781,60108,49598,44343,63395,33833,,,54853,40072,,,
62097,16373,49033,22905,52299,55565,35969,26171,45810,6575,,,45767,58831,,,
13451,5676,1892,44137,53804,40353,55696,30686,22911,46029,,,15343,26902,,,
14308,18531,6177,55278,57232,42924,63409,40970,45193,61455,,,20485,28616,,,
34414,58669,41344,55204,6930,37879,48274,20790,45045,31185,,,10395,3465,,,
43468,63753,21251,42180,43146,65041,64397,64075,18997,63431,,,64719,21573,,,
2897,43455,14485,37661,11588,8691,26073,34764,9959,52146,,,17382,5794,,,
52331,609,203,26673,13235,26267,13438,39705,53346,26876,,,52534,39299,,,
59436,41821,35728,53675,41655,47582,12020,59602,41987,24040,,,29801,53509,,,
2656,39840,13280,34528,10624,7968,23904,31872,3693,47808,,,15936,5312,,,
9915,17999,49575,63532,39660,29745,23872,53617,61701,47744,,,59490,19830,,,
45602,30400,31921,4559,51682,6080,18240,24320,9118,36480,,,12160,25841,,,
51666,55997,62241,18028,10575,24272,7453,31725,36056,14906,,,48544,37969,,,
7759,51022,38795,35504,31036,23277,4468,27745,5645,8936,,,46554,15518,,,
58324,25141,30168,39219,37207,44246,2012,46258,13075,4024,,,23129,51285,,,
3033,45495,15165,39429,12132,9099,27297,36396,13495,54594,,,18198,6066,,,
10904,32834,54520,11026,43616,32712,32773,122,22052,183,,,61,21808,,,
23577,26840,52522,45049,28945,5368,16104,21472,24735,32208,,,10736,47154,,,
31683,17704,27689,19701,61369,29686,23695,53381,39402,47390,,,59372,63366,,,
20353,43843,36402,3137,16049,61059,52451,48147,6274,39539,,,56755,40706,,,
52526,3534,1178,29208,14015,26852,15193,42045,58416,30386,,,53704,39689,,,
28393,33717,11239,42294,48209,19816,59448,13901,19225,53533,,,39632,56786,,,
29580,51522,17174,57725,52957,23377,4768,28145,50087,9536,,,46754,59160,,,
42403,47778,15926,28335,38886,61846,54812,51295,56670,44261,,,58329,19443,,,
11546,42464,57730,19372,46184,34638,38551,7826,38744,11739,,,3913,23092,,,
5843,22282,29215,10596,23372,17529,52587,4753,21192,39811,,,35058,11686,,,
47923,65215,43526,34732,60966,13043,39129,52172,4101,12895,,,26086,30483,,,
2621,39315,13105,34073,10484,7863,23589,31452,2783,47178,,,15726,5242,,,
3755,56325,18775,48815,15020,11265,33795,45060,32267,2227,,,22530,7510,,,
7250,43387,36250,28887,29000,21750,65250,21637,57774,65137,,,43500,14500,,,
34103,54004,39789,51161,5686,36946,45475,17058,36959,25587,,,8529,2843,,,
54095,27069,9023,49605,20291,31559,29314,60873,33847,58628,,,63118,42827,,,
43085,58008,19336,37201,41614,63892,60950,59479,9039,56537,,,62421,20807,,,
852,12780,4260,11076,3408,2556,7668,10224,22152,15336,,,5112,1704,,,
